000000,3
000001,3
000002,0
000003,2
000004,0
000005,0
000006,6
000007,0
000008,0
000009,3
000010,4
000011,0
000012,7
000013,4
000014,0
000015,6
000016,0
000017,0
000018,7
000019,0
000020,4
000021,6
000022,7
000023,6
000024,0
000025,0
000026,0
000027,0
000028,6
000029,4
000030,6
000031,7
000032,0
000033,6
000034,6
000035,0
000036,0
000037,4
000038,0
000039,0
000040,0
000041,6
000042,6
000043,1
000044,7
000045,6
000046,6
000047,3
000048,4
000049,3
000050,0
000051,6
000052,7
000053,0
000054,0
000055,0
000056,0
000057,7
000058,4
000059,0
000060,3
000061,6
000062,2
000063,0
000064,3
000065,5
000066,7
000067,4
000068,4
000069,3
000070,6
000071,0
000072,0
000073,6
000074,5
000075,6
000076,3
000077,4
000078,0
000079,6
000080,4
000081,0
000082,6
000083,0
000084,0
000085,2
000086,0
000087,0
000088,0
000089,6
000090,6
000091,1
000092,0
000093,6
000094,3
000095,6
000096,7
000097,7
000098,6
000099,0
000100,0
000101,0
000102,1
000103,1
000104,6
000105,0
000106,0
000107,6
000108,4
000109,4
000110,0
000111,6
000112,0
000113,7
000114,4
000115,0
000116,6
000117,6
000118,5
000119,7
000120,0
000121,0
000122,7
000123,1
000124,3
000125,6
000126,0
000127,5
000128,6
000129,2
000130,4
000131,7
000132,0
000133,0
000134,0
000135,6
000136,1
000137,6
000138,0
000139,6
000140,3
000141,7
000142,0
000143,0
000144,4
000145,0
000146,0
000147,4
000148,0
000149,6
000150,6
000151,3
000152,5
000153,6
000154,0
000155,3
000156,0
000157,6
000158,7
000159,0
000160,0
000161,6
000162,6
000163,0
000164,6
000165,0
000166,0
000167,6
000168,6
000169,7
000170,6
000171,6
000172,6
000173,4
000174,0
000175,4
000176,0
000177,7
000178,3
000179,6
000180,6
000181,0
000182,1
000183,7
000184,1
000185,6
000186,7
000187,0
000188,7
000189,3
000190,7
000191,7
000192,6
000193,1
000194,6
000195,6
000196,4
000197,0
000198,3
000199,0
000200,5
000201,6
000202,6
000203,6
000204,5
000205,0
000206,0
000207,3
000208,4
000209,6
000210,7
000211,0
000212,7
000213,3
000214,7
000215,0
000216,3
000217,7
000218,0
000219,7
000220,2
000221,3
000222,0
000223,6
000224,1
000225,0
000226,0
000227,1
000228,6
000229,6
000230,0
000231,2
000232,5
000233,0
000234,4
000235,1
000236,6
000237,7
000238,6
000239,4
000240,6
000241,7
000242,7
000243,0
000244,7
000245,0
000246,7
000247,6
000248,6
000249,4
000250,3
000251,0
000252,6
000253,7
000254,0
000255,7
000256,7
000257,3
000258,3
000259,0
000260,0
000261,6
000262,3
000263,7
000264,0
000265,4
000266,6
000267,6
000268,5
000269,3
000270,0
000271,5
000272,0
000273,4
000274,6
000275,5
000276,6
000277,0
000278,2
000279,0
000280,2
000281,0
000282,0
000283,6
000284,1
000285,0
000286,0
000287,7
000288,6
000289,4
000290,0
000291,0
000292,4
000293,6
000294,6
000295,3
000296,6
000297,6
000298,6
000299,2
000300,5
000301,0
000302,7
000303,4
000304,1
000305,4
000306,6
000307,7
000308,0
000309,6
000310,0
000311,6
000312,4
000313,1
000314,7
000315,0
000316,4
000317,0
000318,0
000319,1
000320,5
000321,0
000322,0
000323,4
000324,7
000325,3
000326,7
000327,7
000328,0
000329,0
000330,5
000331,3
000332,0
000333,7
000334,0
000335,7
000336,3
000337,6
000338,7
000339,6
000340,0
000341,2
000342,6
000343,7
000344,6
000345,6
000346,2
000347,6
000348,6
000349,7
000350,6
000351,3
000352,5
000353,3
000354,7
000355,5
000356,3
000357,6
000358,1
000359,7
000360,5
000361,3
000362,7
000363,0
000364,0
000365,0
000366,0
000367,2
000368,0
000369,1
000370,0
000371,4
000372,4
000373,3
000374,5
000375,0
000376,4
000377,0
000378,0
000379,0
000380,6
000381,1
000382,6
000383,4
000384,0
000385,0
000386,6
000387,6
000388,7
000389,6
000390,0
000391,6
000392,0
000393,5
000394,0
000395,6
000396,0
000397,6
000398,6
000399,0
000400,0
000401,1
000402,3
000403,7
000404,0
000405,3
000406,6
000407,0
000408,3
000409,7
000410,5
000411,0
000412,5
000413,7
000414,0
000415,0
000416,6
000417,0
000418,6
000419,0
000420,0
000421,5
000422,0
000423,0
000424,7
000425,6
000426,0
000427,0
000428,4
000429,0
000430,1
000431,0
000432,0
000433,6
000434,7
000435,1
000436,0
000437,1
000438,0
000439,6
000440,7
000441,7
000442,6
000443,7
000444,7
000445,0
000446,5
000447,7
000448,2
000449,1
000450,3
000451,7
000452,0
000453,3
000454,5
000455,2
000456,7
000457,2
000458,1
000459,0
000460,4
000461,5
000462,3
000463,2
000464,0
000465,0
000466,0
000467,0
000468,0
000469,7
000470,5
000471,3
000472,6
000473,6
000474,5
000475,4
000476,0
000477,0
000478,4
000479,0
000480,7
000481,5
000482,4
000483,5
000484,0
000485,3
000486,6
000487,6
000488,4
000489,7
000490,2
000491,0
000492,7
000493,0
000494,6
000495,6
000496,7
000497,6
000498,0
000499,4
000500,3
000501,6
000502,0
000503,0
000504,6
000505,4
000506,0
000507,1
000508,2
000509,0
000510,5
000511,6
000512,3
000513,1
000514,6
000515,6
000516,5
000517,6
000518,6
000519,7
000520,6
000521,6
000522,6
000523,6
000524,6
000525,7
000526,0
000527,0
000528,2
000529,3
000530,0
000531,4
000532,6
000533,0
000534,7
000535,0
000536,0
000537,6
000538,6
000539,3
000540,0
000541,2
000542,1
000543,7
000544,0
000545,6
000546,0
000547,6
000548,6
000549,4
000550,1
000551,0
000552,0
000553,0
000554,7
000555,6
000556,3
000557,0
000558,4
000559,0
000560,1
000561,4
000562,1
000563,6
000564,4
000565,3
000566,6
000567,0
000568,4
000569,6
000570,7
000571,3
000572,0
000573,7
000574,4
000575,6
000576,0
000577,0
000578,0
000579,6
000580,3
000581,7
000582,0
000583,1
000584,5
000585,0
000586,7
000587,6
000588,4
000589,7
000590,6
000591,3
000592,6
000593,0
000594,7
000595,0
000596,6
000597,3
000598,0
000599,6
000600,1
000601,7
000602,0
000603,7
000604,0
000605,6
000606,0
000607,2
000608,7
000609,0
000610,3
000611,0
000612,0
000613,6
000614,7
000615,6
000616,0
000617,0
000618,6
000619,0
000620,1
000621,7
000622,6
000623,0
000624,6
000625,5
000626,6
000627,0
000628,4
000629,0
000630,0
000631,2
000632,0
000633,0
000634,7
000635,4
000636,6
000637,0
000638,6
000639,6
000640,6
000641,7
000642,4
000643,7
000644,6
000645,6
000646,0
000647,2
000648,0
000649,7
000650,0
000651,0
000652,3
000653,6
000654,0
000655,3
000656,6
000657,0
000658,0
000659,0
000660,0
000661,6
000662,6
000663,5
000664,3
000665,0
000666,6
000667,5
000668,7
000669,0
000670,6
000671,7
000672,0
000673,0
000674,0
000675,7
000676,0
000677,0
000678,1
000679,7
000680,6
000681,3
000682,5
000683,0
000684,4
000685,6
000686,6
000687,3
000688,2
000689,7
000690,6
000691,3
000692,0
000693,5
000694,6
000695,7
000696,6
000697,0
000698,0
000699,6
000700,6
000701,0
000702,3
000703,6
000704,6
000705,6
000706,0
000707,5
000708,3
000709,3
000710,0
000711,4
000712,7
000713,1
000714,6
000715,5
000716,7
000717,3
000718,0
000719,0
000720,6
000721,2
000722,5
000723,7
000724,0
000725,7
000726,5
000727,7
000728,7
000729,6
000730,1
000731,0
000732,0
000733,3
000734,7
000735,3
000736,0
000737,0
000738,0
000739,0
000740,4
000741,6
000742,0
000743,5
000744,6
000745,0
000746,0
000747,1
000748,3
000749,7
000750,6
000751,4
000752,6
000753,6
000754,1
000755,0
000756,4
000757,6
000758,6
000759,4
000760,4
000761,7
000762,0
000763,7
000764,3
000765,6
000766,0
000767,0
000768,4
000769,2
000770,4
000771,4
000772,0
000773,0
000774,0
000775,0
000776,1
000777,6
000778,6
000779,0
000780,0
000781,7
000782,0
000783,7
000784,3
000785,3
000786,0
000787,1
000788,4
000789,0
000790,3
000791,6
000792,3
000793,0
000794,6
000795,0
000796,7
000797,1
000798,6
000799,6
000800,3
000801,5
000802,2
000803,3
000804,6
000805,0
000806,6
000807,6
000808,0
000809,4
000810,0
000811,4
000812,2
000813,5
000814,0
000815,7
000816,3
000817,3
000818,0
000819,0
000820,6
000821,0
000822,7
000823,0
000824,0
000825,0
000826,6
000827,0
000828,2
000829,6
000830,6
000831,4
000832,6
000833,5
000834,0
000835,7
000836,4
000837,0
000838,3
000839,6
000840,6
000841,0
000842,7
000843,3
000844,5
000845,7
000846,7
000847,4
000848,1
000849,0
000850,7
000851,0
000852,6
000853,0
000854,3
000855,1
000856,3
000857,0
000858,0
000859,7
000860,0
000861,1
000862,6
000863,6
000864,6
000865,6
000866,6
000867,0
000868,0
000869,6
000870,7
000871,0
000872,0
000873,7
000874,0
000875,4
000876,1
000877,7
000878,4
000879,5
000880,0
000881,6
000882,0
000883,7
000884,6
000885,5
000886,3
000887,0
000888,6
000889,7
000890,4
000891,3
000892,0
000893,4
000894,2
000895,6
000896,2
000897,5
000898,1
000899,6
000900,7
000901,0
000902,0
000903,0
000904,3
000905,3
000906,4
000907,3
000908,4
000909,0
000910,1
000911,0
000912,3
000913,5
000914,4
000915,7
000916,0
000917,7
000918,2
000919,1
000920,0
000921,0
000922,7
000923,0
000924,0
000925,7
000926,7
000927,7
000928,1
000929,5
000930,0
000931,7
000932,0
000933,4
000934,3
000935,6
000936,7
000937,0
000938,4
000939,6
000940,0
000941,0
000942,5
000943,6
000944,6
000945,6
000946,0
000947,4
000948,0
000949,2
000950,6
000951,6
000952,0
000953,6
000954,0
000955,0
000956,0
000957,7
000958,0
000959,0
000960,3
000961,6
000962,0
000963,0
000964,7
000965,0
000966,0
000967,0
000968,6
000969,0
000970,6
000971,3
000972,3
000973,6
000974,0
000975,0
000976,6
000977,0
000978,5
000979,0
000980,7
000981,0
000982,3
000983,0
000984,4
